"","No","Date","Flow","SpC"
"731","02040000",1952-01-01,500,NA
"732","02040000",1952-01-02,440,NA
"733","02040000",1952-01-03,430,NA
"734","02040000",1952-01-04,510,NA
"735","02040000",1952-01-05,700,NA
"736","02040000",1952-01-06,920,NA
"737","02040000",1952-01-07,860,NA
"738","02040000",1952-01-08,660,NA
"739","02040000",1952-01-09,540,NA
"740","02040000",1952-01-10,950,NA
"741","02040000",1952-01-11,1700,NA
"742","02040000",1952-01-12,1800,NA
"743","02040000",1952-01-13,1200,NA
"744","02040000",1952-01-14,840,NA
"745","02040000",1952-01-15,720,NA
"746","02040000",1952-01-16,620,NA
"747","02040000",1952-01-17,560,NA
"748","02040000",1952-01-18,520,NA
"749","02040000",1952-01-19,580,NA
"750","02040000",1952-01-20,520,NA
"751","02040000",1952-01-21,500,NA
"752","02040000",1952-01-22,900,NA
"753","02040000",1952-01-23,2300,NA
"754","02040000",1952-01-24,2300,NA
"755","02040000",1952-01-25,1800,NA
"756","02040000",1952-01-26,1200,NA
"757","02040000",1952-01-27,1000,NA
"758","02040000",1952-01-28,2500,NA
"759","02040000",1952-01-29,3800,NA
"760","02040000",1952-01-30,4400,NA
"761","02040000",1952-01-31,4000,NA
"762","02040000",1952-02-01,3500,NA
"763","02040000",1952-02-02,2500,NA
"764","02040000",1952-02-03,1800,NA
"765","02040000",1952-02-04,1600,NA
"766","02040000",1952-02-05,2100,NA
"767","02040000",1952-02-06,2200,NA
"768","02040000",1952-02-07,1900,NA
"769","02040000",1952-02-08,1440,NA
"770","02040000",1952-02-09,939,NA
"771","02040000",1952-02-10,835,NA
"772","02040000",1952-02-11,757,NA
"773","02040000",1952-02-12,680,NA
"774","02040000",1952-02-13,630,NA
"775","02040000",1952-02-14,605,NA
"776","02040000",1952-02-15,630,NA
"777","02040000",1952-02-16,680,NA
"778","02040000",1952-02-17,887,NA
"779","02040000",1952-02-18,1380,NA
"780","02040000",1952-02-19,1270,NA
"781","02040000",1952-02-20,887,NA
"782","02040000",1952-02-21,757,NA
"783","02040000",1952-02-22,705,NA
"784","02040000",1952-02-23,630,NA
"785","02040000",1952-02-24,605,NA
"786","02040000",1952-02-25,630,NA
"787","02040000",1952-02-26,680,NA
"788","02040000",1952-02-27,705,NA
"789","02040000",1952-02-28,680,NA
"790","02040000",1952-02-29,630,NA
"791","02040000",1952-03-01,835,NA
"792","02040000",1952-03-02,1320,NA
"793","02040000",1952-03-03,1320,NA
"794","02040000",1952-03-04,1590,NA
"795","02040000",1952-03-05,1900,NA
"796","02040000",1952-03-06,1650,NA
"797","02040000",1952-03-07,1070,NA
"798","02040000",1952-03-08,861,NA
"799","02040000",1952-03-09,757,NA
"800","02040000",1952-03-10,705,NA
"801","02040000",1952-03-11,1070,NA
"802","02040000",1952-03-12,1740,NA
"803","02040000",1952-03-13,2190,NA
"804","02040000",1952-03-14,1380,NA
"805","02040000",1952-03-15,939,NA
"806","02040000",1952-03-16,783,NA
"807","02040000",1952-03-17,705,NA
"808","02040000",1952-03-18,655,NA
"809","02040000",1952-03-19,809,NA
"810","02040000",1952-03-20,1380,NA
"811","02040000",1952-03-21,1590,NA
"812","02040000",1952-03-22,1020,NA
"813","02040000",1952-03-23,1300,NA
"814","02040000",1952-03-24,3000,NA
"815","02040000",1952-03-25,3990,NA
"816","02040000",1952-03-26,4070,NA
"817","02040000",1952-03-27,4700,NA
"818","02040000",1952-03-28,5290,NA
"819","02040000",1952-03-29,3340,NA
"820","02040000",1952-03-30,1100,NA
"821","02040000",1952-03-31,965,NA
"822","02040000",1952-04-01,887,NA
"823","02040000",1952-04-02,835,NA
"824","02040000",1952-04-03,809,NA
"825","02040000",1952-04-04,757,NA
"826","02040000",1952-04-05,1070,NA
"827","02040000",1952-04-06,1020,NA
"828","02040000",1952-04-07,913,NA
"829","02040000",1952-04-08,757,NA
"830","02040000",1952-04-09,680,NA
"831","02040000",1952-04-10,630,NA
"832","02040000",1952-04-11,630,NA
"833","02040000",1952-04-12,605,NA
"834","02040000",1952-04-13,605,NA
"835","02040000",1952-04-14,605,NA
"836","02040000",1952-04-15,630,NA
"837","02040000",1952-04-16,605,NA
"838","02040000",1952-04-17,542,NA
"839","02040000",1952-04-18,505,NA
"840","02040000",1952-04-19,492,NA
"841","02040000",1952-04-20,480,NA
"842","02040000",1952-04-21,468,NA
"843","02040000",1952-04-22,442,NA
"844","02040000",1952-04-23,430,NA
"845","02040000",1952-04-24,430,NA
"846","02040000",1952-04-25,912,NA
"847","02040000",1952-04-26,2830,NA
"848","02040000",1952-04-27,3300,NA
"849","02040000",1952-04-28,3750,NA
"850","02040000",1952-04-29,3710,NA
"851","02040000",1952-04-30,3450,NA
"852","02040000",1952-05-01,2800,NA
"853","02040000",1952-05-02,1130,NA
"854","02040000",1952-05-03,887,NA
"855","02040000",1952-05-04,757,NA
"856","02040000",1952-05-05,680,NA
"857","02040000",1952-05-06,630,NA
"858","02040000",1952-05-07,580,NA
"859","02040000",1952-05-08,530,NA
"860","02040000",1952-05-09,480,NA
"861","02040000",1952-05-10,568,NA
"862","02040000",1952-05-11,705,NA
"863","02040000",1952-05-12,913,NA
"864","02040000",1952-05-13,939,NA
"865","02040000",1952-05-14,705,NA
"866","02040000",1952-05-15,555,NA
"867","02040000",1952-05-16,480,NA
"868","02040000",1952-05-17,455,NA
"869","02040000",1952-05-18,430,NA
"870","02040000",1952-05-19,407,NA
"871","02040000",1952-05-20,418,NA
"872","02040000",1952-05-21,442,NA
"873","02040000",1952-05-22,455,NA
"874","02040000",1952-05-23,407,NA
"875","02040000",1952-05-24,680,NA
"876","02040000",1952-05-25,992,NA
"877","02040000",1952-05-26,757,NA
"878","02040000",1952-05-27,605,NA
"879","02040000",1952-05-28,468,NA
"880","02040000",1952-05-29,384,NA
"881","02040000",1952-05-30,350,NA
"882","02040000",1952-05-31,361,NA
"883","02040000",1952-06-01,407,NA
"884","02040000",1952-06-02,384,NA
"885","02040000",1952-06-03,361,NA
"886","02040000",1952-06-04,338,NA
"887","02040000",1952-06-05,286,NA
"888","02040000",1952-06-06,277,NA
"889","02040000",1952-06-07,260,NA
"890","02040000",1952-06-08,238,NA
"891","02040000",1952-06-09,224,NA
"892","02040000",1952-06-10,218,NA
"893","02040000",1952-06-11,231,NA
"894","02040000",1952-06-12,238,NA
"895","02040000",1952-06-13,218,NA
"896","02040000",1952-06-14,206,NA
"897","02040000",1952-06-15,200,NA
"898","02040000",1952-06-16,200,NA
"899","02040000",1952-06-17,231,NA
"900","02040000",1952-06-18,286,NA
"901","02040000",1952-06-19,372,NA
"902","02040000",1952-06-20,296,NA
"903","02040000",1952-06-21,212,NA
"904","02040000",1952-06-22,194,NA
"905","02040000",1952-06-23,206,NA
"906","02040000",1952-06-24,218,NA
"907","02040000",1952-06-25,277,NA
"908","02040000",1952-06-26,231,NA
"909","02040000",1952-06-27,200,NA
"910","02040000",1952-06-28,176,NA
"911","02040000",1952-06-29,171,NA
"912","02040000",1952-06-30,252,NA
"913","02040000",1952-07-01,392,NA
"914","02040000",1952-07-02,245,NA
"915","02040000",1952-07-03,268,NA
"916","02040000",1952-07-04,200,NA
"917","02040000",1952-07-05,182,NA
"918","02040000",1952-07-06,194,NA
"919","02040000",1952-07-07,194,NA
"920","02040000",1952-07-08,376,NA
"921","02040000",1952-07-09,731,NA
"922","02040000",1952-07-10,592,NA
"923","02040000",1952-07-11,328,NA
"924","02040000",1952-07-12,238,NA
"925","02040000",1952-07-13,200,NA
"926","02040000",1952-07-14,182,NA
"927","02040000",1952-07-15,171,NA
"928","02040000",1952-07-16,160,NA
"929","02040000",1952-07-17,326,NA
"930","02040000",1952-07-18,337,NA
"931","02040000",1952-07-19,200,NA
"932","02040000",1952-07-20,260,NA
"933","02040000",1952-07-21,200,NA
"934","02040000",1952-07-22,166,NA
"935","02040000",1952-07-23,150,NA
"936","02040000",1952-07-24,140,NA
"937","02040000",1952-07-25,145,NA
"938","02040000",1952-07-26,150,NA
"939","02040000",1952-07-27,135,NA
"940","02040000",1952-07-28,125,NA
"941","02040000",1952-07-29,121,NA
"942","02040000",1952-07-30,160,NA
"943","02040000",1952-07-31,194,NA
"944","02040000",1952-08-01,518,NA
"945","02040000",1952-08-02,592,NA
"946","02040000",1952-08-03,328,NA
"947","02040000",1952-08-04,238,NA
"948","02040000",1952-08-05,206,NA
"949","02040000",1952-08-06,231,NA
"950","02040000",1952-08-07,418,NA
"951","02040000",1952-08-08,555,NA
"952","02040000",1952-08-09,480,NA
"953","02040000",1952-08-10,468,NA
"954","02040000",1952-08-11,690,NA
"955","02040000",1952-08-12,861,NA
"956","02040000",1952-08-13,407,NA
"957","02040000",1952-08-14,245,NA
"958","02040000",1952-08-15,206,NA
"959","02040000",1952-08-16,200,NA
"960","02040000",1952-08-17,407,NA
"961","02040000",1952-08-18,396,NA
"962","02040000",1952-08-19,306,NA
"963","02040000",1952-08-20,224,NA
"964","02040000",1952-08-21,218,NA
"965","02040000",1952-08-22,206,NA
"966","02040000",1952-08-23,245,NA
"967","02040000",1952-08-24,296,NA
"968","02040000",1952-08-25,200,NA
"969","02040000",1952-08-26,171,NA
"970","02040000",1952-08-27,160,NA
"971","02040000",1952-08-28,150,NA
"972","02040000",1952-08-29,150,NA
"973","02040000",1952-08-30,155,NA
"974","02040000",1952-08-31,186,NA
"975","02040000",1952-09-01,1710,NA
"976","02040000",1952-09-02,2060,NA
"977","02040000",1952-09-03,2260,NA
"978","02040000",1952-09-04,2260,NA
"979","02040000",1952-09-05,731,NA
"980","02040000",1952-09-06,418,NA
"981","02040000",1952-09-07,328,NA
"982","02040000",1952-09-08,296,NA
"983","02040000",1952-09-09,277,NA
"984","02040000",1952-09-10,260,NA
"985","02040000",1952-09-11,245,NA
"986","02040000",1952-09-12,231,NA
"987","02040000",1952-09-13,218,NA
"988","02040000",1952-09-14,206,NA
"989","02040000",1952-09-15,206,NA
"990","02040000",1952-09-16,194,NA
"991","02040000",1952-09-17,224,NA
"992","02040000",1952-09-18,206,NA
"993","02040000",1952-09-19,182,NA
"994","02040000",1952-09-20,176,NA
"995","02040000",1952-09-21,188,NA
"996","02040000",1952-09-22,224,NA
"997","02040000",1952-09-23,231,NA
"998","02040000",1952-09-24,231,NA
"999","02040000",1952-09-25,224,NA
"1000","02040000",1952-09-26,194,NA
"1001","02040000",1952-09-27,176,NA
"1002","02040000",1952-09-28,171,NA
"1003","02040000",1952-09-29,166,NA
"1004","02040000",1952-09-30,160,NA
"1005","02040000",1952-10-01,160,NA
"1006","02040000",1952-10-02,160,NA
"1007","02040000",1952-10-03,166,NA
"1008","02040000",1952-10-04,188,NA
"1009","02040000",1952-10-05,188,NA
"1010","02040000",1952-10-06,171,NA
"1011","02040000",1952-10-07,166,NA
"1012","02040000",1952-10-08,160,NA
"1013","02040000",1952-10-09,166,NA
"1014","02040000",1952-10-10,188,NA
"1015","02040000",1952-10-11,277,NA
"1016","02040000",1952-10-12,296,NA
"1017","02040000",1952-10-13,260,NA
"1018","02040000",1952-10-14,218,NA
"1019","02040000",1952-10-15,200,NA
"1020","02040000",1952-10-16,194,NA
"1021","02040000",1952-10-17,182,NA
"1022","02040000",1952-10-18,182,NA
"1023","02040000",1952-10-19,176,NA
"1024","02040000",1952-10-20,171,NA
"1025","02040000",1952-10-21,171,NA
"1026","02040000",1952-10-22,171,NA
"1027","02040000",1952-10-23,171,NA
"1028","02040000",1952-10-24,171,NA
"1029","02040000",1952-10-25,176,NA
"1030","02040000",1952-10-26,182,NA
"1031","02040000",1952-10-27,182,NA
"1032","02040000",1952-10-28,182,NA
"1033","02040000",1952-10-29,182,NA
"1034","02040000",1952-10-30,182,NA
"1035","02040000",1952-10-31,182,NA
"1036","02040000",1952-11-01,176,NA
"1037","02040000",1952-11-02,182,NA
"1038","02040000",1952-11-03,182,NA
"1039","02040000",1952-11-04,212,NA
"1040","02040000",1952-11-05,218,NA
"1041","02040000",1952-11-06,224,NA
"1042","02040000",1952-11-07,212,NA
"1043","02040000",1952-11-08,194,NA
"1044","02040000",1952-11-09,188,NA
"1045","02040000",1952-11-10,188,NA
"1046","02040000",1952-11-11,206,NA
"1047","02040000",1952-11-12,245,NA
"1048","02040000",1952-11-13,268,NA
"1049","02040000",1952-11-14,260,NA
"1050","02040000",1952-11-15,294,NA
"1051","02040000",1952-11-16,731,NA
"1052","02040000",1952-11-17,861,NA
"1053","02040000",1952-11-18,605,NA
"1054","02040000",1952-11-19,407,NA
"1055","02040000",1952-11-20,1950,NA
"1056","02040000",1952-11-21,3370,NA
"1057","02040000",1952-11-22,3750,NA
"1058","02040000",1952-11-23,4030,NA
"1059","02040000",1952-11-24,5440,NA
"1060","02040000",1952-11-25,4660,NA
"1061","02040000",1952-11-26,1060,NA
"1062","02040000",1952-11-27,755,NA
"1063","02040000",1952-11-28,655,NA
"1064","02040000",1952-11-29,582,NA
"1065","02040000",1952-11-30,534,NA
"1066","02040000",1952-12-01,498,NA
"1067","02040000",1952-12-02,486,NA
"1068","02040000",1952-12-03,486,NA
"1069","02040000",1952-12-04,498,NA
"1070","02040000",1952-12-05,582,NA
"1071","02040000",1952-12-06,630,NA
"1072","02040000",1952-12-07,630,NA
"1073","02040000",1952-12-08,582,NA
"1074","02040000",1952-12-09,510,NA
"1075","02040000",1952-12-10,486,NA
"1076","02040000",1952-12-11,1000,NA
"1077","02040000",1952-12-12,1970,NA
"1078","02040000",1952-12-13,1940,NA
"1079","02040000",1952-12-14,1060,NA
"1080","02040000",1952-12-15,780,NA
"1081","02040000",1952-12-16,655,NA
"1082","02040000",1952-12-17,582,NA
"1083","02040000",1952-12-18,534,NA
"1084","02040000",1952-12-19,510,NA
"1085","02040000",1952-12-20,486,NA
"1086","02040000",1952-12-21,510,NA
"1087","02040000",1952-12-22,510,NA
"1088","02040000",1952-12-23,510,NA
"1089","02040000",1952-12-24,462,NA
"1090","02040000",1952-12-25,438,NA
"1091","02040000",1952-12-26,414,NA
"1092","02040000",1952-12-27,414,NA
"1093","02040000",1952-12-28,393,NA
"1094","02040000",1952-12-29,372,NA
"1095","02040000",1952-12-30,344,NA
"1096","02040000",1952-12-31,655,NA
"1097","02040000",1953-01-01,1680,NA
"1098","02040000",1953-01-02,2000,NA
"1099","02040000",1953-01-03,1270,NA
"1100","02040000",1953-01-04,1030,NA
"1101","02040000",1953-01-05,880,NA
"1102","02040000",1953-01-06,705,NA
"1103","02040000",1953-01-07,630,NA
"1104","02040000",1953-01-08,582,NA
"1105","02040000",1953-01-09,730,NA
"1106","02040000",1953-01-10,1410,NA
"1107","02040000",1953-01-11,2160,NA
"1108","02040000",1953-01-12,2000,NA
"1109","02040000",1953-01-13,1130,NA
"1110","02040000",1953-01-14,855,NA
"1111","02040000",1953-01-15,730,NA
"1112","02040000",1953-01-16,655,NA
"1113","02040000",1953-01-17,606,NA
"1114","02040000",1953-01-18,594,NA
"1115","02040000",1953-01-19,570,NA
"1116","02040000",1953-01-20,546,NA
"1117","02040000",1953-01-21,594,NA
"1118","02040000",1953-01-22,1000,NA
"1119","02040000",1953-01-23,1130,NA
"1120","02040000",1953-01-24,2100,NA
"1121","02040000",1953-01-25,3050,NA
"1122","02040000",1953-01-26,3050,NA
"1123","02040000",1953-01-27,2870,NA
"1124","02040000",1953-01-28,1130,NA
"1125","02040000",1953-01-29,905,NA
"1126","02040000",1953-01-30,805,NA
"1127","02040000",1953-01-31,730,NA
"1128","02040000",1953-02-01,655,NA
"1129","02040000",1953-02-02,630,NA
"1130","02040000",1953-02-03,594,NA
"1131","02040000",1953-02-04,582,NA
"1132","02040000",1953-02-05,558,NA
"1133","02040000",1953-02-06,534,NA
"1134","02040000",1953-02-07,830,NA
"1135","02040000",1953-02-08,1680,NA
"1136","02040000",1953-02-09,1440,NA
"1137","02040000",1953-02-10,955,NA
"1138","02040000",1953-02-11,755,NA
"1139","02040000",1953-02-12,730,NA
"1140","02040000",1953-02-13,730,NA
"1141","02040000",1953-02-14,705,NA
"1142","02040000",1953-02-15,980,NA
"1143","02040000",1953-02-16,2000,NA
"1144","02040000",1953-02-17,2100,NA
"1145","02040000",1953-02-18,1240,NA
"1146","02040000",1953-02-19,880,NA
"1147","02040000",1953-02-20,780,NA
"1148","02040000",1953-02-21,980,NA
"1149","02040000",1953-02-22,1780,NA
"1150","02040000",1953-02-23,2260,NA
"1151","02040000",1953-02-24,1900,NA
"1152","02040000",1953-02-25,1000,NA
"1153","02040000",1953-02-26,880,NA
"1154","02040000",1953-02-27,780,NA
"1155","02040000",1953-02-28,705,NA
"1156","02040000",1953-03-01,655,NA
"1157","02040000",1953-03-02,630,NA
"1158","02040000",1953-03-03,655,NA
"1159","02040000",1953-03-04,955,NA
"1160","02040000",1953-03-05,2060,NA
"1161","02040000",1953-03-06,2390,NA
"1162","02040000",1953-03-07,2350,NA
"1163","02040000",1953-03-08,1130,NA
"1164","02040000",1953-03-09,930,NA
"1165","02040000",1953-03-10,830,NA
"1166","02040000",1953-03-11,755,NA
"1167","02040000",1953-03-12,755,NA
"1168","02040000",1953-03-13,1240,NA
"1169","02040000",1953-03-14,1680,NA
"1170","02040000",1953-03-15,1470,NA
"1171","02040000",1953-03-16,1710,NA
"1172","02040000",1953-03-17,2460,NA
"1173","02040000",1953-03-18,2830,NA
"1174","02040000",1953-03-19,1840,NA
"1175","02040000",1953-03-20,1320,NA
"1176","02040000",1953-03-21,1030,NA
"1177","02040000",1953-03-22,880,NA
"1178","02040000",1953-03-23,805,NA
"1179","02040000",1953-03-24,1560,NA
"1180","02040000",1953-03-25,2730,NA
"1181","02040000",1953-03-26,3080,NA
"1182","02040000",1953-03-27,3230,NA
"1183","02040000",1953-03-28,2220,NA
"1184","02040000",1953-03-29,1100,NA
"1185","02040000",1953-03-30,955,NA
"1186","02040000",1953-03-31,855,NA
"1187","02040000",1953-04-01,805,NA
"1188","02040000",1953-04-02,755,NA
"1189","02040000",1953-04-03,705,NA
"1190","02040000",1953-04-04,680,NA
"1191","02040000",1953-04-05,655,NA
"1192","02040000",1953-04-06,630,NA
"1193","02040000",1953-04-07,730,NA
"1194","02040000",1953-04-08,1000,NA
"1195","02040000",1953-04-09,1030,NA
"1196","02040000",1953-04-10,780,NA
"1197","02040000",1953-04-11,705,NA
"1198","02040000",1953-04-12,705,NA
"1199","02040000",1953-04-13,1720,NA
"1200","02040000",1953-04-14,2800,NA
"1201","02040000",1953-04-15,2830,NA
"1202","02040000",1953-04-16,2190,NA
"1203","02040000",1953-04-17,1320,NA
"1204","02040000",1953-04-18,1130,NA
"1205","02040000",1953-04-19,1000,NA
"1206","02040000",1953-04-20,1000,NA
"1207","02040000",1953-04-21,880,NA
"1208","02040000",1953-04-22,780,NA
"1209","02040000",1953-04-23,705,NA
"1210","02040000",1953-04-24,655,NA
"1211","02040000",1953-04-25,630,NA
"1212","02040000",1953-04-26,606,NA
"1213","02040000",1953-04-27,594,NA
"1214","02040000",1953-04-28,594,NA
"1215","02040000",1953-04-29,546,NA
"1216","02040000",1953-04-30,570,NA
"1217","02040000",1953-05-01,1350,NA
"1218","02040000",1953-05-02,1380,NA
"1219","02040000",1953-05-03,905,NA
"1220","02040000",1953-05-04,705,NA
"1221","02040000",1953-05-05,606,NA
"1222","02040000",1953-05-06,606,NA
"1223","02040000",1953-05-07,1060,NA
"1224","02040000",1953-05-08,980,NA
"1225","02040000",1953-05-09,705,NA
"1226","02040000",1953-05-10,582,NA
"1227","02040000",1953-05-11,534,NA
"1228","02040000",1953-05-12,486,NA
"1229","02040000",1953-05-13,450,NA
"1230","02040000",1953-05-14,414,NA
"1231","02040000",1953-05-15,393,NA
"1232","02040000",1953-05-16,382,NA
"1233","02040000",1953-05-17,372,NA
"1234","02040000",1953-05-18,372,NA
"1235","02040000",1953-05-19,426,NA
"1236","02040000",1953-05-20,680,NA
"1237","02040000",1953-05-21,805,NA
"1238","02040000",1953-05-22,570,NA
"1239","02040000",1953-05-23,438,NA
"1240","02040000",1953-05-24,382,NA
"1241","02040000",1953-05-25,353,NA
"1242","02040000",1953-05-26,335,NA
"1243","02040000",1953-05-27,308,NA
"1244","02040000",1953-05-28,300,NA
"1245","02040000",1953-05-29,300,NA
"1246","02040000",1953-05-30,300,NA
"1247","02040000",1953-05-31,310,NA
"1248","02040000",1953-06-01,320,NA
"1249","02040000",1953-06-02,320,NA
"1250","02040000",1953-06-03,310,NA
"1251","02040000",1953-06-04,300,NA
"1252","02040000",1953-06-05,280,NA
"1253","02040000",1953-06-06,280,NA
"1254","02040000",1953-06-07,300,NA
"1255","02040000",1953-06-08,330,NA
"1256","02040000",1953-06-09,340,NA
"1257","02040000",1953-06-10,500,NA
"1258","02040000",1953-06-11,854,NA
"1259","02040000",1953-06-12,930,NA
"1260","02040000",1953-06-13,855,NA
"1261","02040000",1953-06-14,955,NA
"1262","02040000",1953-06-15,486,NA
"1263","02040000",1953-06-16,353,NA
"1264","02040000",1953-06-17,308,NA
"1265","02040000",1953-06-18,362,NA
"1266","02040000",1953-06-19,498,NA
"1267","02040000",1953-06-20,372,NA
"1268","02040000",1953-06-21,300,NA
"1269","02040000",1953-06-22,275,NA
"1270","02040000",1953-06-23,251,NA
"1271","02040000",1953-06-24,235,NA
"1272","02040000",1953-06-25,235,NA
"1273","02040000",1953-06-26,220,NA
"1274","02040000",1953-06-27,205,NA
