"","No","Date","Flow","SpC","Lat","Long","Drain"
"139","01564997",1993-10-17,14,,40.66173647,-77.5999947,57.4
"140","01564997",1993-10-18,14,,40.66173647,-77.5999947,57.4
"141","01564997",1993-10-19,13,,40.66173647,-77.5999947,57.4
"142","01564997",1993-10-20,15,,40.66173647,-77.5999947,57.4
"143","01564997",1993-10-21,18,,40.66173647,-77.5999947,57.4
"144","01564997",1993-10-22,18,,40.66173647,-77.5999947,57.4
"145","01564997",1993-10-23,15,,40.66173647,-77.5999947,57.4
"146","01564997",1993-10-24,14,,40.66173647,-77.5999947,57.4
"147","01564997",1993-10-25,14,,40.66173647,-77.5999947,57.4
"148","01564997",1993-10-26,13,,40.66173647,-77.5999947,57.4
"149","01564997",1993-10-27,13,,40.66173647,-77.5999947,57.4
"150","01564997",1993-10-28,13,,40.66173647,-77.5999947,57.4
"151","01564997",1993-10-29,12,,40.66173647,-77.5999947,57.4
"152","01564997",1993-10-30,15,,40.66173647,-77.5999947,57.4
"153","01564997",1993-10-31,35,,40.66173647,-77.5999947,57.4
"154","01564997",1993-11-01,44,,40.66173647,-77.5999947,57.4
"155","01564997",1993-11-02,31,,40.66173647,-77.5999947,57.4
"156","01564997",1993-11-03,26,,40.66173647,-77.5999947,57.4
"157","01564997",1993-11-04,24,,40.66173647,-77.5999947,57.4
"158","01564997",1993-11-05,24,,40.66173647,-77.5999947,57.4
"159","01564997",1993-11-06,24,,40.66173647,-77.5999947,57.4
"160","01564997",1993-11-07,21,,40.66173647,-77.5999947,57.4
"161","01564997",1993-11-08,20,,40.66173647,-77.5999947,57.4
"162","01564997",1993-11-09,19,,40.66173647,-77.5999947,57.4
"163","01564997",1993-11-10,19,,40.66173647,-77.5999947,57.4
"164","01564997",1993-11-11,18,,40.66173647,-77.5999947,57.4
"165","01564997",1993-11-12,18,,40.66173647,-77.5999947,57.4
"166","01564997",1993-11-13,19,,40.66173647,-77.5999947,57.4
"167","01564997",1993-11-14,30,,40.66173647,-77.5999947,57.4
"168","01564997",1993-11-15,24,,40.66173647,-77.5999947,57.4
"169","01564997",1993-11-16,21,,40.66173647,-77.5999947,57.4
"170","01564997",1993-11-17,23,,40.66173647,-77.5999947,57.4
"171","01564997",1993-11-18,38,,40.66173647,-77.5999947,57.4
"172","01564997",1993-11-19,30,,40.66173647,-77.5999947,57.4
"173","01564997",1993-11-20,29,,40.66173647,-77.5999947,57.4
"174","01564997",1993-11-21,25,,40.66173647,-77.5999947,57.4
"175","01564997",1993-11-22,25,,40.66173647,-77.5999947,57.4
"176","01564997",1993-11-23,24,,40.66173647,-77.5999947,57.4
"177","01564997",1993-11-24,23,,40.66173647,-77.5999947,57.4
"178","01564997",1993-11-25,22,,40.66173647,-77.5999947,57.4
"179","01564997",1993-11-26,21,,40.66173647,-77.5999947,57.4
"180","01564997",1993-11-27,28,,40.66173647,-77.5999947,57.4
"181","01564997",1993-11-28,960,,40.66173647,-77.5999947,57.4
"182","01564997",1993-11-29,273,,40.66173647,-77.5999947,57.4
"183","01564997",1993-11-30,191,,40.66173647,-77.5999947,57.4
"184","01564997",1993-12-01,150,,40.66173647,-77.5999947,57.4
"185","01564997",1993-12-02,127,,40.66173647,-77.5999947,57.4
"186","01564997",1993-12-03,112,,40.66173647,-77.5999947,57.4
"187","01564997",1993-12-04,105,,40.66173647,-77.5999947,57.4
"188","01564997",1993-12-05,196,,40.66173647,-77.5999947,57.4
"189","01564997",1993-12-06,154,,40.66173647,-77.5999947,57.4
"190","01564997",1993-12-07,138,,40.66173647,-77.5999947,57.4
"191","01564997",1993-12-08,130,,40.66173647,-77.5999947,57.4
"192","01564997",1993-12-09,120,,40.66173647,-77.5999947,57.4
"193","01564997",1993-12-10,180,,40.66173647,-77.5999947,57.4
"194","01564997",1993-12-11,190,,40.66173647,-77.5999947,57.4
"195","01564997",1993-12-12,160,,40.66173647,-77.5999947,57.4
"196","01564997",1993-12-13,150,,40.66173647,-77.5999947,57.4
"197","01564997",1993-12-14,140,,40.66173647,-77.5999947,57.4
"198","01564997",1993-12-15,130,,40.66173647,-77.5999947,57.4
"199","01564997",1993-12-16,110,,40.66173647,-77.5999947,57.4
"200","01564997",1993-12-17,100,,40.66173647,-77.5999947,57.4
"201","01564997",1993-12-18,94,,40.66173647,-77.5999947,57.4
"202","01564997",1993-12-19,93,,40.66173647,-77.5999947,57.4
"203","01564997",1993-12-20,87,,40.66173647,-77.5999947,57.4
"204","01564997",1993-12-21,93,,40.66173647,-77.5999947,57.4
"205","01564997",1993-12-22,88,,40.66173647,-77.5999947,57.4
"206","01564997",1993-12-23,77,,40.66173647,-77.5999947,57.4
"207","01564997",1993-12-24,70,,40.66173647,-77.5999947,57.4
"208","01564997",1993-12-25,64,,40.66173647,-77.5999947,57.4
"209","01564997",1993-12-26,53,,40.66173647,-77.5999947,57.4
"210","01564997",1993-12-27,50,,40.66173647,-77.5999947,57.4
"211","01564997",1993-12-28,46,,40.66173647,-77.5999947,57.4
"212","01564997",1993-12-29,45,,40.66173647,-77.5999947,57.4
"213","01564997",1993-12-30,44,,40.66173647,-77.5999947,57.4
"214","01564997",1993-12-31,43,,40.66173647,-77.5999947,57.4
"215","01564997",1994-01-01,42,,40.66173647,-77.5999947,57.4
"216","01564997",1994-01-02,43,,40.66173647,-77.5999947,57.4
"217","01564997",1994-01-03,47,,40.66173647,-77.5999947,57.4
"218","01564997",1994-01-04,44,,40.66173647,-77.5999947,57.4
"219","01564997",1994-01-05,43,,40.66173647,-77.5999947,57.4
"220","01564997",1994-01-06,39,,40.66173647,-77.5999947,57.4
"221","01564997",1994-01-07,37,,40.66173647,-77.5999947,57.4
"222","01564997",1994-01-08,38,,40.66173647,-77.5999947,57.4
"223","01564997",1994-01-09,35,,40.66173647,-77.5999947,57.4
"224","01564997",1994-01-10,30,,40.66173647,-77.5999947,57.4
"225","01564997",1994-01-11,29,,40.66173647,-77.5999947,57.4
"226","01564997",1994-01-12,28,,40.66173647,-77.5999947,57.4
"227","01564997",1994-01-13,37,,40.66173647,-77.5999947,57.4
"228","01564997",1994-01-14,36,,40.66173647,-77.5999947,57.4
"229","01564997",1994-01-15,31,,40.66173647,-77.5999947,57.4
"230","01564997",1994-01-16,21,,40.66173647,-77.5999947,57.4
"231","01564997",1994-01-17,20,,40.66173647,-77.5999947,57.4
"232","01564997",1994-01-18,21,,40.66173647,-77.5999947,57.4
"233","01564997",1994-01-19,18,,40.66173647,-77.5999947,57.4
"234","01564997",1994-01-20,15,,40.66173647,-77.5999947,57.4
"235","01564997",1994-01-21,16,,40.66173647,-77.5999947,57.4
"236","01564997",1994-01-22,16,,40.66173647,-77.5999947,57.4
"237","01564997",1994-01-23,18,,40.66173647,-77.5999947,57.4
"238","01564997",1994-01-24,27,,40.66173647,-77.5999947,57.4
"239","01564997",1994-01-25,40,,40.66173647,-77.5999947,57.4
"240","01564997",1994-01-26,58,,40.66173647,-77.5999947,57.4
"241","01564997",1994-01-27,54,,40.66173647,-77.5999947,57.4
"242","01564997",1994-01-28,90,,40.66173647,-77.5999947,57.4
"243","01564997",1994-01-29,160,,40.66173647,-77.5999947,57.4
"244","01564997",1994-01-30,120,,40.66173647,-77.5999947,57.4
"245","01564997",1994-01-31,99,,40.66173647,-77.5999947,57.4
"246","01564997",1994-02-01,90,,40.66173647,-77.5999947,57.4
"247","01564997",1994-02-02,78,,40.66173647,-77.5999947,57.4
"248","01564997",1994-02-03,75,,40.66173647,-77.5999947,57.4
"249","01564997",1994-02-04,71,,40.66173647,-77.5999947,57.4
"250","01564997",1994-02-05,70,,40.66173647,-77.5999947,57.4
"251","01564997",1994-02-06,64,,40.66173647,-77.5999947,57.4
"252","01564997",1994-02-07,61,,40.66173647,-77.5999947,57.4
"253","01564997",1994-02-08,58,,40.66173647,-77.5999947,57.4
"254","01564997",1994-02-09,48,,40.66173647,-77.5999947,57.4
"255","01564997",1994-02-10,47,,40.66173647,-77.5999947,57.4
"256","01564997",1994-02-11,46,468,40.66173647,-77.5999947,57.4
"257","01564997",1994-02-12,44,464,40.66173647,-77.5999947,57.4
"258","01564997",1994-02-13,45,468,40.66173647,-77.5999947,57.4
"259","01564997",1994-02-14,48,,40.66173647,-77.5999947,57.4
"260","01564997",1994-02-15,47,,40.66173647,-77.5999947,57.4
"261","01564997",1994-02-16,48,468,40.66173647,-77.5999947,57.4
"262","01564997",1994-02-17,48,470,40.66173647,-77.5999947,57.4
"263","01564997",1994-02-18,48,473,40.66173647,-77.5999947,57.4
"264","01564997",1994-02-19,50,469,40.66173647,-77.5999947,57.4
"265","01564997",1994-02-20,60,450,40.66173647,-77.5999947,57.4
"266","01564997",1994-02-21,144,365,40.66173647,-77.5999947,57.4
"267","01564997",1994-02-22,249,288,40.66173647,-77.5999947,57.4
"268","01564997",1994-02-23,231,300,40.66173647,-77.5999947,57.4
"269","01564997",1994-02-24,197,316,40.66173647,-77.5999947,57.4
"270","01564997",1994-02-25,167,322,40.66173647,-77.5999947,57.4
"271","01564997",1994-02-26,149,330,40.66173647,-77.5999947,57.4
"272","01564997",1994-02-27,130,342,40.66173647,-77.5999947,57.4
"273","01564997",1994-02-28,119,348,40.66173647,-77.5999947,57.4
"274","01564997",1994-03-01,113,355,40.66173647,-77.5999947,57.4
"275","01564997",1994-03-02,113,360,40.66173647,-77.5999947,57.4
"276","01564997",1994-03-03,116,353,40.66173647,-77.5999947,57.4
"277","01564997",1994-03-04,113,362,40.66173647,-77.5999947,57.4
"278","01564997",1994-03-05,118,364,40.66173647,-77.5999947,57.4
"279","01564997",1994-03-06,117,368,40.66173647,-77.5999947,57.4
"280","01564997",1994-03-07,107,385,40.66173647,-77.5999947,57.4
"281","01564997",1994-03-08,150,372,40.66173647,-77.5999947,57.4
"282","01564997",1994-03-09,161,364,40.66173647,-77.5999947,57.4
"283","01564997",1994-03-10,222,345,40.66173647,-77.5999947,57.4
"284","01564997",1994-03-11,218,355,40.66173647,-77.5999947,57.4
"285","01564997",1994-03-12,194,367,40.66173647,-77.5999947,57.4
"286","01564997",1994-03-13,185,369,40.66173647,-77.5999947,57.4
"287","01564997",1994-03-14,213,355,40.66173647,-77.5999947,57.4
"288","01564997",1994-03-15,291,343,40.66173647,-77.5999947,57.4
"289","01564997",1994-03-16,382,337,40.66173647,-77.5999947,57.4
"290","01564997",1994-03-17,295,364,40.66173647,-77.5999947,57.4
"291","01564997",1994-03-18,254,369,40.66173647,-77.5999947,57.4
"292","01564997",1994-03-19,216,375,40.66173647,-77.5999947,57.4
"293","01564997",1994-03-20,199,379,40.66173647,-77.5999947,57.4
"294","01564997",1994-03-21,215,375,40.66173647,-77.5999947,57.4
"295","01564997",1994-03-22,456,334,40.66173647,-77.5999947,57.4
"296","01564997",1994-03-23,715,340,40.66173647,-77.5999947,57.4
"297","01564997",1994-03-24,967,323,40.66173647,-77.5999947,57.4
"298","01564997",1994-03-25,1280,287,40.66173647,-77.5999947,57.4
"299","01564997",1994-03-26,890,293,40.66173647,-77.5999947,57.4
"300","01564997",1994-03-27,1160,265,40.66173647,-77.5999947,57.4
"301","01564997",1994-03-28,1010,249,40.66173647,-77.5999947,57.4
"302","01564997",1994-03-29,812,,40.66173647,-77.5999947,57.4
"303","01564997",1994-03-30,650,,40.66173647,-77.5999947,57.4
"304","01564997",1994-03-31,530,,40.66173647,-77.5999947,57.4
"305","01564997",1994-04-01,465,,40.66173647,-77.5999947,57.4
"306","01564997",1994-04-02,437,,40.66173647,-77.5999947,57.4
"307","01564997",1994-04-03,444,,40.66173647,-77.5999947,57.4
"308","01564997",1994-04-04,395,,40.66173647,-77.5999947,57.4
"309","01564997",1994-04-05,333,257,40.66173647,-77.5999947,57.4
"310","01564997",1994-04-06,301,261,40.66173647,-77.5999947,57.4
