     Day,      Date,Flow,Direct Runoff,Base Flow,
650,7/11/1960,3.1,1.13,1.97,
651,7/12/1960,2.5,0.53,1.97,
652,7/13/1960,2.2,0.25,1.95,
653,7/14/1960,2.8,0.82,1.98,
654,7/15/1960,2.6,0.61,1.99,
655,7/16/1960,2.2,0.23,1.97,
656,7/17/1960,2.2,0.25,1.95,
657,7/18/1960,2.1,0.18,1.92,
658,7/19/1960,2.1,0.2,1.9,
659,7/20/1960,2,0.13,1.87,
660,7/21/1960,2,0.15,1.85,
661,7/22/1960,2,0.17,1.83,
662,7/23/1960,1.9,0.1,1.8,
663,7/24/1960,1.9,0.13,1.77,
664,7/25/1960,1.8,0.06,1.74,
665,7/26/1960,1.8,0.09,1.71,
666,7/27/1960,2.6,0.85,1.75,
667,7/28/1960,2.6,0.82,1.78,
668,7/29/1960,2.2,0.42,1.78,
669,7/30/1960,14,11.35,2.65,
670,7/31/1960,4,1.3,2.7,
671,8/1/1960,3,0.33,2.67,
672,8/2/1960,2.4,0,2.4,
673,8/3/1960,2.6,0.23,2.37,
674,8/4/1960,2.8,0.44,2.36,
675,8/5/1960,2.4,0.08,2.32,
676,8/6/1960,2.8,0.49,2.31,
677,8/7/1960,2.4,0.13,2.27,
678,8/8/1960,2.5,0.25,2.25,
679,8/9/1960,2.8,0.55,2.25,
680,8/10/1960,2.8,0.55,2.25,
681,8/11/1960,2.5,0.28,2.22,
682,8/12/1960,2.4,0.2,2.2,
683,8/13/1960,2.4,0.23,2.17,
684,8/14/1960,2.4,0.25,2.15,
685,8/15/1960,2.4,0.27,2.13,
686,8/16/1960,2.2,0.11,2.09,
687,8/17/1960,2.2,0.14,2.06,
688,8/18/1960,2.2,0.17,2.03,
689,8/19/1960,2.2,0.19,2.01,
690,8/20/1960,2.1,0.12,1.98,
691,8/21/1960,2.1,0.15,1.95,
692,8/22/1960,2.1,0.17,1.93,
693,8/23/1960,2.1,0.2,1.9,
694,8/24/1960,2.1,0.22,1.88,
695,8/25/1960,2,0.14,1.86,
696,8/26/1960,2,0.17,1.83,
697,8/27/1960,2,0.19,1.81,
698,8/28/1960,2,0.21,1.79,
699,8/29/1960,2,0.23,1.77,
700,8/30/1960,1.9,0.15,1.75,
701,8/31/1960,3.1,1.28,1.82,
702,9/1/1960,3.4,1.5,1.9,
703,9/2/1960,2.1,0.22,1.88,
704,9/3/1960,2,0.15,1.85,
705,9/4/1960,1.9,0.08,1.82,
706,9/5/1960,1.9,0.1,1.8,
707,9/6/1960,1.9,0.13,1.77,
708,9/7/1960,1.8,0.06,1.74,
709,9/8/1960,1.8,0.09,1.71,
710,9/9/1960,1.9,0.21,1.69,
711,9/10/1960,2.1,0.41,1.69,
712,9/11/1960,2.1,0.41,1.69,
713,9/12/1960,80,72.54,7.46,
714,9/13/1960,48,37.67,10.33,
715,9/14/1960,22,11,11,
716,9/15/1960,15,3.91,11.09,
717,9/16/1960,12,1.05,10.95,
718,9/17/1960,11,0.25,10.75,
719,9/18/1960,9.5,0,9.5,
720,9/19/1960,8.6,0,8.6,
721,9/20/1960,8.4,0,8.4,
722,9/21/1960,7.9,0,7.9,
723,9/22/1960,7.2,0,7.2,
724,9/23/1960,6.6,0,6.6,
725,9/24/1960,6.2,0,6.2,
726,9/25/1960,6,0,6,
727,9/26/1960,6,0.11,5.89,
728,9/27/1960,5.8,0.03,5.77,
729,9/28/1960,6.2,0.5,5.7,
730,9/29/1960,6.4,0.76,5.64,
731,9/30/1960,6.8,1.17,5.63,
732,10/1/1960,5.8,0.27,5.53,
733,10/2/1960,5.4,0,5.4,
734,10/3/1960,5.1,0,5.1,
735,10/4/1960,4.8,0,4.8,
736,10/5/1960,4.6,0,4.6,
737,10/6/1960,4.6,0.09,4.51,
738,10/7/1960,4.6,0.16,4.44,
739,10/8/1960,4.2,0,4.2,
740,10/9/1960,4.2,0.08,4.12,
741,10/10/1960,4.2,0.15,4.05,
742,10/11/1960,4,0.03,3.97,
743,10/12/1960,3.9,0.01,3.89,
744,10/13/1960,3.7,0,3.7,
745,10/14/1960,3.7,0.07,3.63,
746,10/15/1960,3.6,0.04,3.56,
747,10/16/1960,3.4,0,3.4,
748,10/17/1960,3.4,0.06,3.34,
749,10/18/1960,3.4,0.12,3.28,
750,10/19/1960,3.4,0.17,3.23,
751,10/20/1960,4.6,1.33,3.27,
752,10/21/1960,3.9,0.64,3.26,
753,10/22/1960,3.6,0.38,3.22,
754,10/23/1960,3.4,0.23,3.17,
755,10/24/1960,3.4,0.27,3.13,
756,10/25/1960,3.2,0.12,3.08,
757,10/26/1960,3.2,0.17,3.03,
758,10/27/1960,3.2,0.21,2.99,
759,10/28/1960,4.6,1.55,3.05,
760,10/29/1960,6.2,2.97,3.23,
761,10/30/1960,4.6,1.33,3.27,
762,10/31/1960,4.2,0.92,3.28,
763,11/1/1960,4.6,1.28,3.32,
764,11/2/1960,4.4,1.07,3.33,
765,11/3/1960,4,0.68,3.32,
766,11/4/1960,3.9,0.6,3.3,
767,11/5/1960,4,0.71,3.29,
768,11/6/1960,4.2,0.9,3.3,
769,11/7/1960,3.9,0.62,3.28,
770,11/8/1960,3.7,0.45,3.25,
771,11/9/1960,3.7,0.47,3.23,
772,11/10/1960,4.8,1.52,3.28,
773,11/11/1960,4.4,1.09,3.31,
774,11/12/1960,4,0.7,3.3,
775,11/13/1960,3.9,0.62,3.28,
776,11/14/1960,3.9,0.64,3.26,
777,11/15/1960,3.9,0.65,3.25,
778,11/16/1960,3.9,0.66,3.24,
779,11/17/1960,3.9,0.67,3.23,
780,11/18/1960,3.9,0.68,3.22,
781,11/19/1960,3.9,0.69,3.21,
782,11/20/1960,3.7,0.51,3.19,
783,11/21/1960,3.7,0.54,3.16,
784,11/22/1960,3.7,0.55,3.15,
785,11/23/1960,3.7,0.57,3.13,
786,11/24/1960,3.7,0.59,3.11,
787,11/25/1960,3.6,0.51,3.09,
788,11/26/1960,3.4,0.34,3.06,
789,11/27/1960,3.4,0.37,3.03,
790,11/28/1960,3.4,0.4,3,
791,11/29/1960,3.7,0.71,2.99,
792,11/30/1960,3.9,0.89,3.01,
793,12/1/1960,3.4,0.42,2.98,
794,12/2/1960,3.2,0.26,2.94,
795,12/3/1960,3.2,0.29,2.91,
796,12/4/1960,3.1,0.23,2.87,
797,12/5/1960,3.1,0.27,2.83,
798,12/6/1960,3.1,0.3,2.8,
799,12/7/1960,3.1,0.33,2.77,
800,12/8/1960,3,0.27,2.73,
801,12/9/1960,3,0.3,2.7,
802,12/10/1960,3,0.32,2.68,
803,12/11/1960,3.1,0.44,2.66,
804,12/12/1960,5.3,2.5,2.8,
805,12/13/1960,4.6,1.72,2.88,
806,12/14/1960,4.2,1.27,2.93,
807,12/15/1960,4.2,1.23,2.97,
808,12/16/1960,4.4,1.38,3.02,
809,12/17/1960,4.6,1.52,3.08,
810,12/18/1960,4,0.91,3.09,
811,12/19/1960,4,0.9,3.1,
812,12/20/1960,3.7,0.61,3.09,
813,12/21/1960,8.6,5.16,3.44,
814,12/22/1960,6,2.43,3.57,
815,12/23/1960,4.9,1.3,3.6,
816,12/24/1960,4.6,0.99,3.61,
817,12/25/1960,4.6,0.99,3.61,
818,12/26/1960,4.9,1.26,3.64,
819,12/27/1960,5.1,1.42,3.68,
820,12/28/1960,4.9,1.2,3.7,
821,12/29/1960,5.3,1.55,3.75,
822,12/30/1960,9.5,5.39,4.11,
823,12/31/1960,6.4,2.2,4.2,
824,1/1/1961,34,27.67,6.33,
825,1/2/1961,16,9.07,6.93,
826,1/3/1961,9.7,2.69,7.01,
827,1/4/1961,8.4,1.42,6.98,
828,1/5/1961,7.7,0.79,6.91,
829,1/6/1961,7.4,0.59,6.81,
830,1/7/1961,7.2,0.48,6.72,
831,1/8/1961,7,0.39,6.61,
832,1/9/1961,6.6,0.11,6.49,
833,1/10/1961,6.4,0.04,6.36,
834,1/11/1961,6.2,0,6.2,
835,1/12/1961,6.2,0.11,6.09,
836,1/13/1961,6.2,0.22,5.98,
837,1/14/1961,6.2,0.31,5.89,
838,1/15/1961,9.7,3.64,6.06,
839,1/16/1961,8.1,2,6.1,
840,1/17/1961,7.2,1.13,6.07,
841,1/18/1961,6.8,0.79,6.01,
842,1/19/1961,6.8,0.84,5.96,
843,1/20/1961,8.4,2.37,6.03,
844,1/21/1961,7.2,1.2,6,
845,1/22/1961,6.2,0.29,5.91,
846,1/23/1961,6,0.2,5.8,
847,1/24/1961,5.8,0.1,5.7,
848,1/25/1961,5.4,0,5.4,
849,1/26/1961,5.4,0.1,5.3,
850,1/27/1961,5.4,0.19,5.21,
851,1/28/1961,5.3,0.18,5.12,
852,1/29/1961,5.3,0.26,5.04,
853,1/30/1961,5.1,0.15,4.95,
854,1/31/1961,5.1,0.23,4.87,
855,2/1/1961,5.3,0.49,4.81,
856,2/2/1961,4.9,0.17,4.73,
857,2/3/1961,5.3,0.62,4.68,
858,2/4/1961,8.6,3.71,4.89,
859,2/5/1961,7,2.05,4.95,
860,2/6/1961,6.6,1.62,4.98,
861,2/7/1961,6.4,1.4,5,
862,2/8/1961,9.1,3.89,5.21,
863,2/9/1961,11,5.46,5.54,
864,2/10/1961,11,5.16,5.84,
865,2/11/1961,11,4.88,6.12,
866,2/12/1961,9.5,3.25,6.25,
867,2/13/1961,8.6,2.29,6.31,
868,2/14/1961,14,7.24,6.76,
869,2/15/1961,15,7.75,7.25,
870,2/16/1961,13,5.46,7.54,
871,2/17/1961,12,4.27,7.73,
872,2/18/1961,15,6.87,8.13,
873,2/19/1961,44,33.37,10.63,
874,2/20/1961,19,7.94,11.06,
875,2/21/1961,18,6.63,11.37,
876,2/22/1961,17,5.43,11.57,
877,2/23/1961,41,27.46,13.54,
878,2/24/1961,28,13.64,14.36,
879,2/25/1961,23,8.27,14.73,
880,2/26/1961,19,4.22,14.78,
881,2/27/1961,13,0,13,
882,2/28/1961,13,0.24,12.76,
883,3/1/1961,12,0,12,
884,3/2/1961,11,0,11,
885,3/3/1961,10,0,10,
886,3/4/1961,9.7,0,9.7,
887,3/5/1961,9.2,0,9.2,
888,3/6/1961,9,0,9,
889,3/7/1961,8.8,0,8.8,
890,3/8/1961,17,7.76,9.24,
891,3/9/1961,18,8.28,9.72,
892,3/10/1961,11,1.36,9.64,
893,3/11/1961,9.7,0.24,9.46,
894,3/12/1961,9,0,9,
895,3/13/1961,8.8,0,8.8,
896,3/14/1961,14,4.98,9.02,
897,3/15/1961,11,2,9,
898,3/16/1961,11,2.02,8.98,
899,3/17/1961,12,2.96,9.04,
900,3/18/1961,9,0.13,8.87,
901,3/19/1961,19,9.54,9.46,
902,3/20/1961,10,0.68,9.32,
903,3/21/1961,9,0,9,
904,3/22/1961,13,3.87,9.13,
905,3/23/1961,24,13.94,10.06,
906,3/24/1961,14,3.83,10.17,
907,3/25/1961,11,0.96,10.04,
908,3/26/1961,9.2,0,9.2,
909,3/27/1961,8.6,0,8.6,
910,3/28/1961,8.1,0,8.1,
911,3/29/1961,7.7,0,7.7,
912,3/30/1961,7.4,0,7.4,
913,3/31/1961,8.9,1.53,7.37,
914,4/1/1961,19,10.9,8.1,
915,4/2/1961,11,2.84,8.16,
916,4/3/1961,9,0.93,8.07,
917,4/4/1961,8.4,0.45,7.95,
918,4/5/1961,7.7,0,7.7,
919,4/6/1961,7.4,0,7.4,
920,4/7/1961,7,0,7,
921,4/8/1961,6.8,0,6.8,
922,4/9/1961,6.8,0.13,6.67,
923,4/10/1961,8.6,1.91,6.69,
924,4/11/1961,7.4,0.78,6.62,
925,4/12/1961,7.4,0.84,6.56,
926,4/13/1961,34,25.53,8.47,
927,4/14/1961,13,4.35,8.65,
928,4/15/1961,9,0.49,8.51,
929,4/16/1961,8.8,0.42,8.38,
930,4/17/1961,7.9,0,7.9,
931,4/18/1961,7,0,7,
932,4/19/1961,6.8,0,6.8,
933,4/20/1961,6.4,0,6.4,
934,4/21/1961,6.4,0.12,6.28,
935,4/22/1961,6.4,0.23,6.17,
936,4/23/1961,6.6,0.51,6.09,
937,4/24/1961,7,0.95,6.05,
938,4/25/1961,7.2,1.18,6.02,
939,4/26/1961,7.2,1.2,6,
940,4/27/1961,7,1.04,5.96,
941,4/28/1961,7.2,1.26,5.94,
942,4/29/1961,8.6,2.57,6.03,
943,4/30/1961,7,1.01,5.99,
944,5/1/1961,6.8,0.86,5.94,
945,5/2/1961,7.4,1.46,5.94,
946,5/3/1961,6.4,0.54,5.86,
947,5/4/1961,6,0.24,5.76,
948,5/5/1961,5.8,0.14,5.66,
949,5/6/1961,5.8,0.24,5.56,
950,5/7/1961,6,0.51,5.49,
951,5/8/1961,7.2,1.68,5.52,
952,5/9/1961,6.4,0.92,5.48,
953,5/10/1961,6,0.58,5.42,
954,5/11/1961,7,1.57,5.43,
955,5/12/1961,8.4,2.85,5.55,
956,5/13/1961,7,1.44,5.56,
957,5/14/1961,6.6,1.07,5.53,
958,5/15/1961,6.2,0.72,5.48,
959,5/16/1961,7.4,1.88,5.52,
960,5/17/1961,7.2,1.66,5.54,
961,5/18/1961,6.4,0.9,5.5,
962,5/19/1961,6.2,0.75,5.45,
963,5/20/1961,6.2,0.79,5.41,
964,5/21/1961,6,0.65,5.35,
965,5/22/1961,5.8,0.51,5.29,
966,5/23/1961,5.6,0.39,5.21,
967,5/24/1961,5.4,0.27,5.13,
968,5/25/1961,5.4,0.35,5.05,
969,5/26/1961,7,1.9,5.1,
970,5/27/1961,9,3.7,5.3,
971,5/28/1961,6.8,1.49,5.31,
972,5/29/1961,6,0.74,5.26,
973,5/30/1961,5.4,0.22,5.18,
974,5/31/1961,4.9,0,4.9,
975,6/1/1961,4.9,0.09,4.81,
976,6/2/1961,4.6,0,4.6,
977,6/3/1961,4.9,0.36,4.54,
978,6/4/1961,4.2,0,4.2,
979,6/5/1961,3.7,0,3.7,
980,6/6/1961,3.7,0.07,3.63,
981,6/7/1961,3.7,0.13,3.57,
982,6/8/1961,3.9,0.37,3.53,
983,6/9/1961,4,0.5,3.5,
984,6/10/1961,3.7,0.25,3.45,
985,6/11/1961,3.6,0.2,3.4,
986,6/12/1961,3.6,0.25,3.35,
987,6/13/1961,3.6,0.3,3.3,
988,6/14/1961,3.6,0.34,3.26,
989,6/15/1961,4.6,1.3,3.3,
990,6/16/1961,3.9,0.61,3.29,
991,6/17/1961,3.7,0.44,3.26,
992,6/18/1961,3.6,0.38,3.22,
993,6/19/1961,3.6,0.41,3.19,
994,6/20/1961,3.4,0.25,3.15,
995,6/21/1961,3.7,0.57,3.13,
996,6/22/1961,4,0.86,3.14,
997,6/23/1961,3.7,0.58,3.12,
998,6/24/1961,3.9,0.78,3.12,
999,6/25/1961,3.6,0.5,3.1,
1000,6/26/1961,3.6,0.52,3.08,
1001,6/27/1961,3.6,0.54,3.06,
1002,6/28/1961,3.6,0.56,3.04,
1003,6/29/1961,3.4,0.39,3.01,
1004,6/30/1961,3.2,0.23,2.97,
1005,7/1/1961,3.1,0.17,2.93,
1006,7/2/1961,3.1,0.22,2.88,
1007,7/3/1961,3.2,0.35,2.85,
1008,7/4/1961,3.1,0.28,2.82,
1009,7/5/1961,3.2,0.4,2.8,
1010,7/6/1961,3.4,0.61,2.79,
1011,7/7/1961,3.1,0.34,2.76,
1012,7/8/1961,3.1,0.37,2.73,
1013,7/9/1961,3.1,0.39,2.71,
1014,7/10/1961,3,0.32,2.68,
1015,7/11/1961,2.8,0.16,2.64,
1016,7/12/1961,2.8,0.2,2.6,
1017,7/13/1961,2.8,0.23,2.57,
1018,7/14/1961,3,0.45,2.55,
1019,7/15/1961,2.8,0.27,2.53,
1020,7/16/1961,2.8,0.3,2.5,
1021,7/17/1961,2.6,0.14,2.46,
1022,7/18/1961,2.6,0.18,2.42,
1023,7/19/1961,2.5,0.11,2.39,
1024,7/20/1961,2.4,0.06,2.34,
1025,7/21/1961,2.4,0.1,2.3,
1026,7/22/1961,2.2,0,2.2,
1027,7/23/1961,3.1,0.87,2.23,
1028,7/24/1961,2.8,0.57,2.23,
1029,7/25/1961,2.5,0.29,2.21,
1030,7/26/1961,2.4,0.22,2.18,
1031,7/27/1961,2.2,0.06,2.14,
1032,7/28/1961,2.2,0.09,2.11,
1033,7/29/1961,2.4,0.31,2.09,
1034,7/30/1961,2.2,0.14,2.06,
1035,7/31/1961,2.1,0.08,2.02,
1036,8/1/1961,2.1,0.11,1.99,
1037,8/2/1961,2,0.05,1.95,
1038,8/3/1961,2,0.08,1.92,
1039,8/4/1961,2,0.11,1.89,
1040,8/5/1961,1.9,0.04,1.86,
1041,8/6/1961,2,0.17,1.83,
1042,8/7/1961,1.9,0.1,1.8,
1043,8/8/1961,1.7,0,1.7,
1044,8/9/1961,1.7,0.03,1.67,
1045,8/10/1961,1.7,0.06,1.64,
1046,8/11/1961,1.6,0,1.6,
1047,8/12/1961,1.6,0.03,1.57,
1048,8/13/1961,1.6,0.06,1.54,
1049,8/14/1961,1.5,0,1.5,
1050,8/15/1961,1.5,0.03,1.47,
1051,8/16/1961,1.4,0,1.4,
1052,8/17/1961,1.4,0.03,1.37,
1053,8/18/1961,1.4,0.05,1.35,
1054,8/19/1961,1.4,0.07,1.33,
1055,8/20/1961,1.5,0.18,1.32,
1056,8/21/1961,1.7,0.38,1.32,
1057,8/22/1961,1.5,0.19,1.31,
1058,8/23/1961,1.4,0.11,1.29,
1059,8/24/1961,1.4,0.12,1.28,
1060,8/25/1961,1.3,0.05,1.25,
1061,8/26/1961,2.2,0.9,1.3,
1062,8/27/1961,2.4,1.04,1.36,
1063,8/28/1961,1.5,0.16,1.34,
1064,8/29/1961,1.3,0,1.3,
1065,8/30/1961,1.2,0,1.2,
1066,8/31/1961,1.2,0.02,1.18,
1067,9/1/1961,1.1,0,1.1,
1068,9/2/1961,1,0,1,
1069,9/3/1961,1.3,0.3,1,
1070,9/4/1961,1.6,0.57,1.03,
1071,9/5/1961,1.1,0.08,1.02,
1072,9/6/1961,1.1,0.1,1,
1073,9/7/1961,1,0.02,0.98,
1074,9/8/1961,1,0.03,0.97,
1075,9/9/1961,1,0.05,0.95,
1076,9/10/1961,1,0.06,0.94,
1077,9/11/1961,0.9,0,0.9,
1078,9/12/1961,0.9,0.02,0.88,
1079,9/13/1961,0.9,0.03,0.87,
1080,9/14/1961,1.1,0.23,0.87,
1081,9/15/1961,1.2,0.32,0.88,
1082,9/16/1961,1,0.13,0.87,
1083,9/17/1961,1,0.14,0.86,
1084,9/18/1961,1,0.14,0.86,
1085,9/19/1961,0.9,0.05,0.85,
1086,9/20/1961,1.1,0.25,0.85,
1087,9/21/1961,1.5,0.62,0.88,
1088,9/22/1961,1.1,0.22,0.88,
1089,9/23/1961,1.1,0.22,0.88,
1090,9/24/1961,1.1,0.22,0.88,
1091,9/25/1961,1,0.13,0.87,
1092,9/26/1961,0.9,0.04,0.86,
1093,9/27/1961,0.9,0.05,0.85,
1094,9/28/1961,0.9,0.07,0.83,
1095,9/29/1961,0.9,0.08,0.82,
1096,9/30/1961,0.9,0.09,0.81,
1097,10/1/1961,0.9,0.09,0.81,
1098,10/2/1961,1,0.19,0.81,
1099,10/3/1961,1.9,1.03,0.87,
1100,10/4/1961,1.3,0.41,0.89,
1101,10/5/1961,1.1,0.21,0.89,
1102,10/6/1961,1.1,0.21,0.89,
1103,10/7/1961,1,0.12,0.88,
1104,10/8/1961,1,0.13,0.87,
1105,10/9/1961,1,0.14,0.86,
1106,10/10/1961,1,0.14,0.86,
1107,10/11/1961,1,0.15,0.85,
1108,10/12/1961,1,0.15,0.85,
1109,10/13/1961,1,0.16,0.84,
1110,10/14/1961,1.1,0.25,0.85,
1111,10/15/1961,1.2,0.34,0.86,
1112,10/16/1961,1.1,0.24,0.86,
1113,10/17/1961,1,0.15,0.85,
1114,10/18/1961,1,0.15,0.85,
1115,10/19/1961,0.9,0.06,0.84,
1116,10/20/1961,1,0.17,0.83,
1117,10/21/1961,2.1,1.19,0.91,
1118,10/22/1961,19,16.77,2.23,
1119,10/23/1961,3.2,0.94,2.26,
1120,10/24/1961,2.6,0.35,2.25,
1121,10/25/1961,2.5,0.28,2.22,
1122,10/26/1961,2.4,0.2,2.2,
1123,10/27/1961,2.4,0.23,2.17,
1124,10/28/1961,2.2,0.07,2.13,
1125,10/29/1961,2.2,0.1,2.1,
1126,10/30/1961,2.2,0.13,2.07,
1127,10/31/1961,2.1,0.07,2.03,
1128,11/1/1961,2,0.01,1.99,
1129,11/2/1961,2,0.04,1.96,
1130,11/3/1961,2,0.08,1.92,
1131,11/4/1961,2,0.11,1.89,
1132,11/5/1961,1.9,0.04,1.86,
1133,11/6/1961,1.8,0,1.8,
1134,11/7/1961,2,0.22,1.78,
1135,11/8/1961,2,0.24,1.76,
1136,11/9/1961,1.9,0.16,1.74,
1137,11/10/1961,1.9,0.18,1.72,
1138,11/11/1961,1.8,0.1,1.7,
1139,11/12/1961,1.8,0.13,1.67,
1140,11/13/1961,1.8,0.15,1.65,
1141,11/14/1961,1.8,0.17,1.63,
1142,11/15/1961,1.8,0.19,1.61,
1143,11/16/1961,1.7,0.11,1.59,
1144,11/17/1961,1.7,0.13,1.57,
1145,11/18/1961,1.7,0.15,1.55,
1146,11/19/1961,1.6,0.08,1.52,
1147,11/20/1961,1.9,0.38,1.52,
1148,11/21/1961,1.8,0.28,1.52,
1149,11/22/1961,1.7,0.2,1.5,
1150,11/23/1961,1.6,0.12,1.48,
1151,11/24/1961,2,0.51,1.49,
1152,11/25/1961,1.8,0.31,1.49,
1153,11/26/1961,1.7,0.22,1.48,
1154,11/27/1961,1.7,0.24,1.46,
1155,11/28/1961,1.7,0.24,1.46,
1156,11/29/1961,1.7,0.25,1.45,
1157,11/30/1961,1.6,0.17,1.43,
1158,12/1/1961,1.6,0.18,1.42,
1159,12/2/1961,1.6,0.2,1.4,
1160,12/3/1961,1.6,0.21,1.39,
1161,12/4/1961,1.6,0.22,1.38,
1162,12/5/1961,1.6,0.23,1.37,
1163,12/6/1961,1.6,0.24,1.36,
1164,12/7/1961,1.6,0.24,1.36,
1165,12/8/1961,1.6,0.25,1.35,
1166,12/9/1961,1.7,0.35,1.35,
1167,12/10/1961,1.8,0.44,1.36,
1168,12/11/1961,1.9,0.53,1.37,
1169,12/12/1961,3.2,1.72,1.48,
1170,12/13/1961,2.2,0.69,1.51,
1171,12/14/1961,2,0.48,1.52,
1172,12/15/1961,2,0.47,1.53,
1173,12/16/1961,2,0.47,1.53,
1174,12/17/1961,3.9,2.22,1.68,
1175,12/18/1961,6,4.03,1.97,
1176,12/19/1961,3.9,1.83,2.07,
1177,12/20/1961,3.1,0.99,2.11,
1178,12/21/1961,3,0.86,2.14,
1179,12/22/1961,3,0.84,2.16,
1180,12/23/1961,3.7,1.46,2.24,
1181,12/24/1961,4.9,2.51,2.39,
1182,12/25/1961,3.7,1.25,2.45,
1183,12/26/1961,3.2,0.74,2.46,
1184,12/27/1961,3.2,0.73,2.47,
1185,12/28/1961,3.4,0.91,2.49,
1186,12/29/1961,3.2,0.7,2.5,
1187,12/30/1961,3.1,0.61,2.49,
1188,12/31/1961,3.1,0.61,2.49,
1189,1/1/1962,3.1,0.61,2.49,
1190,1/2/1962,3.2,0.7,2.5,
1191,1/3/1962,3.2,0.7,2.5,
1192,1/4/1962,3.4,0.88,2.52,
1193,1/5/1962,3.6,1.04,2.56,
1194,1/6/1962,21,17.12,3.88,
1195,1/7/1962,40,33.52,6.48,
1196,1/8/1962,9.5,2.92,6.58,
1197,1/9/1962,7.4,0.88,6.52,
1198,1/10/1962,6.6,0.19,6.41,
1199,1/11/1962,6.2,0,6.2,
1200,1/12/1962,6,0,6,
1201,1/13/1962,5.6,0,5.6,
1202,1/14/1962,5.4,0,5.4,
1203,1/15/1962,8.5,2.97,5.53,
1204,1/16/1962,7.7,2.11,5.59,
1205,1/17/1962,6.2,0.67,5.53,
1206,1/18/1962,5.6,0.17,5.43,
1207,1/19/1962,5.4,0.07,5.33,
1208,1/20/1962,5.4,0.16,5.24,
1209,1/21/1962,5.3,0.16,5.14,
1210,1/22/1962,5.4,0.33,5.07,
1211,1/23/1962,5.3,0.31,4.99,
1212,1/24/1962,5.1,0.19,4.91,
1213,1/25/1962,5.1,0.27,4.83,
1214,1/26/1962,4.9,0.15,4.75,
1215,1/27/1962,5.3,0.6,4.7,
1216,1/28/1962,5.1,0.46,4.64,
1217,1/29/1962,4.9,0.33,4.57,
1218,1/30/1962,4.9,0.39,4.51,
1219,1/31/1962,4.8,0.35,4.45,
1220,2/1/1962,4.6,0.22,4.38,
1221,2/2/1962,4.6,0.28,4.32,
1222,2/3/1962,4.6,0.34,4.26,
1223,2/4/1962,4.8,0.58,4.22,
1224,2/5/1962,4.8,0.62,4.18,
1225,2/6/1962,4.6,0.46,4.14,
1226,2/7/1962,4.4,0.32,4.08,
1227,2/8/1962,4.4,0.37,4.03,
1228,2/9/1962,4.8,0.79,4.01,
1229,2/10/1962,4.9,0.9,4,
1230,2/11/1962,4.6,0.63,3.97,
1231,2/12/1962,4.6,0.65,3.95,
1232,2/13/1962,4.4,0.49,3.91,
1233,2/14/1962,4.9,0.99,3.91,
1234,2/15/1962,4.9,0.99,3.91,
1235,2/16/1962,4.9,0.99,3.91,
1236,2/17/1962,4.9,0.99,3.91,
1237,2/18/1962,4.9,0.99,3.91,
1238,2/19/1962,13,8.49,4.51,
1239,2/20/1962,7.2,2.57,4.63,
1240,2/21/1962,6,1.36,4.64,
1241,2/22/1962,7.7,2.92,4.78,
1242,2/23/1962,6.4,1.58,4.82,
1243,2/24/1962,6.2,1.37,4.83,
1244,2/25/1962,5.6,0.8,4.8,
1245,2/26/1962,11,5.83,5.17,
1246,2/27/1962,11,5.5,5.5,
1247,2/28/1962,9,3.34,5.66,
1248,3/1/1962,7.2,1.53,5.67,
1249,3/2/1962,6.2,0.6,5.6,
1250,3/3/1962,6,0.47,5.53,
1251,3/4/1962,6,0.54,5.46,
1252,3/5/1962,6,0.6,5.4,
1253,3/6/1962,24,17.32,6.68,
1254,3/7/1962,16,8.75,7.25,
1255,3/8/1962,11,3.61,7.39,
1256,3/9/1962,10,2.55,7.45,
1257,3/10/1962,10,2.5,7.5,
1258,3/11/1962,8.8,1.35,7.45,
1259,3/12/1962,21,12.68,8.32,
1260,3/13/1962,13,4.49,8.51,
1261,3/14/1962,10,1.53,8.47,
1262,3/15/1962,9.2,0.84,8.36,
1263,3/16/1962,8.6,0.37,8.23,
1264,3/17/1962,8.1,0.04,8.06,
1265,3/18/1962,7.9,0,7.9,
1266,3/19/1962,7.7,0,7.7,
1267,3/20/1962,7.7,0.14,7.56,
1268,3/21/1962,11,3.33,7.67,
1269,3/22/1962,10,2.3,7.7,
1270,3/23/1962,8.1,0.51,7.59,
1271,3/24/1962,7.4,0,7.4,
1272,3/25/1962,7,0,7,
1273,3/26/1962,6.8,0,6.8,
1274,3/27/1962,6.8,0.13,6.67,
1275,3/28/1962,6.4,0,6.4,
1276,3/29/1962,6.4,0.12,6.28,
1277,3/30/1962,6.4,0.23,6.17,
1278,3/31/1962,6.8,0.69,6.11,
1279,4/1/1962,13,6.5,6.5,
1280,4/2/1962,8.1,1.6,6.5,
1281,4/3/1962,6.8,0.4,6.4,
1282,4/4/1962,6.4,0.12,6.28,
1283,4/5/1962,6.2,0.04,6.16,
1284,4/6/1962,6,0,6,
1285,4/7/1962,7.3,1.31,5.99,
1286,4/8/1962,23,15.87,7.13,
1287,4/9/1962,11,3.71,7.29,
1288,4/10/1962,8.1,0.89,7.21,
1289,4/11/1962,7.9,0.77,7.13,
1290,4/12/1962,10,2.79,7.21,
1291,4/13/1962,16,8.27,7.73,
1292,4/14/1962,10,2.25,7.75,
1293,4/15/1962,8.1,0.46,7.64,
1294,4/16/1962,7.2,0,7.2,
